timestamp,district,file_type,status,filename,output_folder,source_url,details
2026-07-23T16:55:04,Shivamogga,Shape File,SUCCESS,15 Shivamogga.zip,E:\KSRSAC files\Hobli Boundaries\Shivamogga\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/15_Shivamogga.zip,Extracted 7 file(s)
2026-07-23T16:55:09,Shivamogga,KML File,SUCCESS,15 Shivamogga.zip,E:\KSRSAC files\Hobli Boundaries\Shivamogga\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/15_Shivamogga.zip,Extracted 1 file(s)
2026-07-23T16:55:14,Tumakuru,PDF File,SUCCESS,18 Tumakuru.zip,E:\KSRSAC files\Hobli Boundaries\Tumakuru\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/18_Tumakuru.zip,Extracted 1 file(s)
2026-07-23T16:55:18,Tumakuru,Shape File,SUCCESS,18 Tumakuru.zip,E:\KSRSAC files\Hobli Boundaries\Tumakuru\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/18_Tumakuru.zip,Extracted 7 file(s)
2026-07-23T16:55:23,Tumakuru,KML File,SUCCESS,18 Tumakuru.zip,E:\KSRSAC files\Hobli Boundaries\Tumakuru\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/18_Tumakuru.zip,Extracted 1 file(s)
2026-07-23T16:55:28,Udupi,PDF File,SUCCESS,16 Udupi.zip,E:\KSRSAC files\Hobli Boundaries\Udupi\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/16_Udupi.zip,Extracted 1 file(s)
2026-07-23T16:55:33,Udupi,Shape File,SUCCESS,16 Udupi.zip,E:\KSRSAC files\Hobli Boundaries\Udupi\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/16_Udupi.zip,Extracted 7 file(s)
2026-07-23T16:55:38,Udupi,KML File,SUCCESS,16 Udupi.zip,E:\KSRSAC files\Hobli Boundaries\Udupi\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/16_Udupi.zip,Extracted 1 file(s)
2026-07-23T16:55:42,Uttara Kannada,PDF File,SUCCESS,10 Uttara Kannada.zip,E:\KSRSAC files\Hobli Boundaries\Uttara Kannada\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/10_Uttara%20Kannada.zip,Extracted 1 file(s)
2026-07-23T16:55:47,Uttara Kannada,Shape File,SUCCESS,10 Uttara Kannada.zip,E:\KSRSAC files\Hobli Boundaries\Uttara Kannada\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/10_Uttara%20Kannada.zip,Extracted 4 file(s)
